time,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49,node_50,node_51,node_52,node_53,node_54,node_55,node_56,node_57,node_58,node_59,node_60,node_61,node_62,node_63,node_64,node_65,node_66,node_67,node_68,node_69,node_70,node_71,node_72,node_73,node_74,node_75,node_76,node_77,node_78,node_79,node_80,node_81,node_82,node_83,node_84,node_85,node_86,node_87,node_88,node_89,node_90,node_91,node_92,node_93,node_94,node_95,node_96,node_97,node_98,node_99,node_100,node_101,node_102,node_103,node_104,node_105,node_106,node_107,node_108,node_109,node_110,node_111,node_112,node_113,node_114,node_115,node_116,node_117,node_118,node_119,node_120
1410,374.798,374.798,374.799,374.802,374.804,374.808,374.813,374.818,374.825,374.832,374.84,374.779,374.779,374.78,374.783,374.786,374.789,374.794,374.799,374.806,374.813,374.821,374.764,374.764,374.766,374.768,374.771,374.775,374.779,374.785,374.791,374.798,374.806,374.753,374.754,374.755,374.757,374.76,374.764,374.769,374.774,374.781,374.788,374.796,374.747,374.748,374.749,374.751,374.754,374.758,374.762,374.768,374.774,374.781,374.789,374.745,374.746,374.747,374.749,374.752,374.756,374.76,374.766,374.772,374.779,374.787,374.747,374.748,374.749,374.751,374.754,374.758,374.762,374.768,374.774,374.781,374.789,374.753,374.754,374.755,374.757,374.76,374.764,374.769,374.774,374.781,374.788,374.796,374.764,374.764,374.766,374.768,374.771,374.775,374.779,374.785,374.791,374.798,374.806,374.779,374.779,374.78,374.783,374.786,374.789,374.794,374.799,374.806,374.813,374.821,374.798,374.798,374.799,374.802,374.804,374.808,374.813,374.818,374.825,374.832,374.84
1420,375.278,375.278,375.28,375.282,375.285,375.288,375.293,375.298,375.304,375.311,375.319,375.259,375.26,375.261,375.263,375.266,375.27,375.274,375.28,375.286,375.293,375.301,375.245,375.245,375.247,375.249,375.252,375.255,375.26,375.265,375.271,375.278,375.286,375.234,375.235,375.236,375.238,375.241,375.245,375.25,375.255,375.261,375.268,375.276,375.228,375.229,375.23,375.232,375.235,375.239,375.243,375.249,375.255,375.262,375.27,375.226,375.227,375.228,375.23,375.233,375.237,375.241,375.247,375.253,375.26,375.268,375.228,375.229,375.23,375.232,375.235,375.239,375.243,375.249,375.255,375.262,375.27,375.234,375.235,375.236,375.238,375.241,375.245,375.25,375.255,375.261,375.268,375.276,375.245,375.245,375.247,375.249,375.252,375.255,375.26,375.265,375.271,375.278,375.286,375.259,375.26,375.261,375.263,375.266,375.27,375.274,375.28,375.286,375.293,375.301,375.278,375.278,375.28,375.282,375.285,375.288,375.293,375.298,375.304,375.311,375.319
1430,375.749,375.749,375.751,375.753,375.756,375.759,375.764,375.769,375.775,375.782,375.789,375.731,375.731,375.732,375.734,375.737,375.741,375.745,375.751,375.757,375.764,375.771,375.716,375.717,375.718,375.72,375.723,375.727,375.731,375.737,375.743,375.75,375.757,375.706,375.707,375.708,375.71,375.713,375.717,375.721,375.726,375.733,375.739,375.747,375.7,375.701,375.702,375.704,375.707,375.711,375.715,375.72,375.726,375.733,375.741,375.698,375.699,375.7,375.702,375.705,375.709,375.713,375.718,375.724,375.731,375.739,375.7,375.701,375.702,375.704,375.707,375.711,375.715,375.72,375.726,375.733,375.741,375.706,375.707,375.708,375.71,375.713,375.717,375.721,375.726,375.733,375.739,375.747,375.716,375.717,375.718,375.72,375.723,375.727,375.731,375.737,375.743,375.75,375.757,375.731,375.731,375.732,375.734,375.737,375.741,375.745,375.751,375.757,375.764,375.771,375.749,375.749,375.751,375.753,375.756,375.759,375.764,375.769,375.775,375.782,375.789
1440,376.211,376.211,376.213,376.215,376.218,376.221,376.225,376.231,376.237,376.243,376.251,376.193,376.194,376.195,376.197,376.2,376.203,376.208,376.213,376.219,376.225,376.233,376.179,376.18,376.181,376.183,376.186,376.189,376.194,376.199,376.205,376.212,376.219,376.169,376.17,376.171,376.173,376.176,376.179,376.184,376.189,376.195,376.202,376.209,376.163,376.164,376.165,376.167,376.17,376.174,376.178,376.183,376.189,376.196,376.203,376.161,376.162,376.163,376.165,376.168,376.172,376.176,376.181,376.187,376.194,376.201,376.163,376.164,376.165,376.167,376.17,376.174,376.178,376.183,376.189,376.196,376.203,376.169,376.17,376.171,376.173,376.176,376.179,376.184,376.189,376.195,376.202,376.209,376.179,376.18,376.181,376.183,376.186,376.189,376.194,376.199,376.205,376.212,376.219,376.193,376.194,376.195,376.197,376.2,376.203,376.208,376.213,376.219,376.225,376.233,376.211,376.211,376.213,376.215,376.218,376.221,376.225,376.231,376.237,376.243,376.251
1450,376.664,376.665,376.666,376.668,376.671,376.674,376.678,376.684,376.689,376.696,376.703,376.647,376.647,376.648,376.65,376.653,376.657,376.661,376.666,376.672,376.679,376.686,376.633,376.634,376.635,376.637,376.64,376.643,376.647,376.652,376.658,376.665,376.672,376.623,376.624,376.625,376.627,376.63,376.633,376.638,376.643,376.649,376.655,376.663,376.618,376.618,376.619,376.621,376.624,376.628,376.632,376.637,376.643,376.649,376.657,376.616,376.616,376.617,376.619,376.622,376.626,376.63,376.635,376.641,376.647,376.655,376.618,376.618,376.619,376.621,376.624,376.628,376.632,376.637,376.643,376.649,376.657,376.623,376.624,376.625,376.627,376.63,376.633,376.638,376.643,376.649,376.655,376.663,376.633,376.634,376.635,376.637,376.64,376.643,376.647,376.652,376.658,376.665,376.672,376.647,376.647,376.648,376.65,376.653,376.657,376.661,376.666,376.672,376.679,376.686,376.664,376.665,376.666,376.668,376.671,376.674,376.678,376.684,376.689,376.696,376.703
1460,377.109,377.109,377.111,377.113,377.115,377.119,377.123,377.128,377.134,377.14,377.147,377.092,377.092,377.093,377.095,377.098,377.102,377.106,377.111,377.116,377.123,377.13,377.078,377.079,377.08,377.082,377.085,377.088,377.092,377.097,377.103,377.11,377.117,377.069,377.069,377.071,377.072,377.075,377.079,377.083,377.088,377.094,377.1,377.107,377.063,377.064,377.065,377.067,377.069,377.073,377.077,377.082,377.088,377.094,377.102,377.061,377.062,377.063,377.065,377.068,377.071,377.075,377.08,377.086,377.092,377.1,377.063,377.064,377.065,377.067,377.069,377.073,377.077,377.082,377.088,377.094,377.102,377.069,377.069,377.071,377.072,377.075,377.079,377.083,377.088,377.094,377.1,377.107,377.078,377.079,377.08,377.082,377.085,377.088,377.092,377.097,377.103,377.11,377.117,377.092,377.092,377.093,377.095,377.098,377.102,377.106,377.111,377.116,377.123,377.13,377.109,377.109,377.111,377.113,377.115,377.119,377.123,377.128,377.134,377.14,377.147
1470,377.545,377.546,377.547,377.549,377.551,377.555,377.559,377.564,377.569,377.576,377.583,377.528,377.529,377.53,377.532,377.534,377.538,377.542,377.547,377.552,377.559,377.566,377.515,377.516,377.517,377.519,377.521,377.525,377.529,377.534,377.539,377.546,377.553,377.506,377.506,377.507,377.509,377.512,377.515,377.52,377.524,377.53,377.536,377.544,377.5,377.501,377.502,377.504,377.506,377.51,377.514,377.519,377.524,377.531,377.538,377.498,377.499,377.5,377.502,377.505,377.508,377.512,377.517,377.523,377.529,377.536,377.5,377.501,377.502,377.504,377.506,377.51,377.514,377.519,377.524,377.531,377.538,377.506,377.506,377.507,377.509,377.512,377.515,377.52,377.524,377.53,377.536,377.544,377.515,377.516,377.517,377.519,377.521,377.525,377.529,377.534,377.539,377.546,377.553,377.528,377.529,377.53,377.532,377.534,377.538,377.542,377.547,377.552,377.559,377.566,377.545,377.546,377.547,377.549,377.551,377.555,377.559,377.564,377.569,377.576,377.583
1480,377.973,377.973,377.975,377.976,377.979,377.982,377.986,377.991,377.997,378.003,378.01,377.956,377.957,377.958,377.96,377.963,377.966,377.97,377.975,377.98,377.986,377.993,377.944,377.944,377.945,377.947,377.95,377.953,377.957,377.962,377.967,377.974,377.981,377.934,377.935,377.936,377.938,377.941,377.944,377.948,377.953,377.958,377.964,377.971,377.929,377.929,377.931,377.932,377.935,377.938,377.942,377.947,377.953,377.959,377.966,377.927,377.928,377.929,377.931,377.933,377.936,377.941,377.945,377.951,377.957,377.964,377.929,377.929,377.931,377.932,377.935,377.938,377.942,377.947,377.953,377.959,377.966,377.934,377.935,377.936,377.938,377.941,377.944,377.948,377.953,377.958,377.964,377.971,377.944,377.944,377.945,377.947,377.95,377.953,377.957,377.962,377.967,377.974,377.981,377.956,377.957,377.958,377.96,377.963,377.966,377.97,377.975,377.98,377.986,377.993,377.973,377.973,377.975,377.976,377.979,377.982,377.986,377.991,377.997,378.003,378.01
1490,378.393,378.393,378.394,378.396,378.399,378.402,378.406,378.411,378.416,378.422,378.429,378.377,378.377,378.378,378.38,378.382,378.386,378.39,378.394,378.4,378.406,378.413,378.364,378.364,378.365,378.367,378.37,378.373,378.377,378.382,378.387,378.393,378.4,378.355,378.355,378.356,378.358,378.361,378.364,378.368,378.373,378.378,378.384,378.391,378.349,378.35,378.351,378.353,378.355,378.359,378.363,378.367,378.373,378.379,378.386,378.348,378.348,378.349,378.351,378.354,378.357,378.361,378.366,378.371,378.377,378.384,378.349,378.35,378.351,378.353,378.355,378.359,378.363,378.367,378.373,378.379,378.386,378.355,378.355,378.356,378.358,378.361,378.364,378.368,378.373,378.378,378.384,378.391,378.364,378.364,378.365,378.367,378.37,378.373,378.377,378.382,378.387,378.393,378.4,378.377,378.377,378.378,378.38,378.382,378.386,378.39,378.394,378.4,378.406,378.413,378.393,378.393,378.394,378.396,378.399,378.402,378.406,378.411,378.416,378.422,378.429
1500,378.804,378.805,378.806,378.808,378.81,378.813,378.817,378.822,378.827,378.833,378.84,378.789,378.789,378.79,378.792,378.794,378.798,378.801,378.806,378.811,378.817,378.824,378.776,378.777,378.778,378.78,378.782,378.785,378.789,378.794,378.799,378.805,378.812,378.767,378.768,378.769,378.771,378.773,378.776,378.78,378.785,378.79,378.796,378.803,378.762,378.763,378.764,378.765,378.768,378.771,378.775,378.78,378.785,378.791,378.798,378.76,378.761,378.762,378.764,378.766,378.769,378.773,378.778,378.783,378.789,378.796,378.762,378.763,378.764,378.765,378.768,378.771,378.775,378.78,378.785,378.791,378.798,378.767,378.768,378.769,378.771,378.773,378.776,378.78,378.785,378.79,378.796,378.803,378.776,378.777,378.778,378.78,378.782,378.785,378.789,378.794,378.799,378.805,378.812,378.789,378.789,378.79,378.792,378.794,378.798,378.801,378.806,378.811,378.817,378.824,378.804,378.805,378.806,378.808,378.81,378.813,378.817,378.822,378.827,378.833,378.84
1510,379.208,379.209,379.21,379.212,379.214,379.217,379.221,379.226,379.231,379.237,379.243,379.193,379.193,379.194,379.196,379.198,379.202,379.205,379.21,379.215,379.221,379.228,379.181,379.181,379.182,379.184,379.186,379.189,379.193,379.198,379.203,379.209,379.215,379.172,379.172,379.173,379.175,379.178,379.181,379.185,379.189,379.194,379.2,379.207,379.167,379.167,379.168,379.17,379.172,379.176,379.179,379.184,379.189,379.195,379.202,379.165,379.165,379.167,379.168,379.171,379.174,379.178,379.182,379.187,379.193,379.2,379.167,379.167,379.168,379.17,379.172,379.176,379.179,379.184,379.189,379.195,379.202,379.172,379.172,379.173,379.175,379.178,379.181,379.185,379.189,379.194,379.2,379.207,379.181,379.181,379.182,379.184,379.186,379.189,379.193,379.198,379.203,379.209,379.215,379.193,379.193,379.194,379.196,379.198,379.202,379.205,379.21,379.215,379.221,379.228,379.208,379.209,379.21,379.212,379.214,379.217,379.221,379.226,379.231,379.237,379.243
1520,379.605,379.605,379.606,379.608,379.61,379.613,379.617,379.621,379.626,379.632,379.639,379.589,379.59,379.591,379.592,379.595,379.598,379.602,379.606,379.611,379.617,379.623,379.577,379.578,379.579,379.581,379.583,379.586,379.59,379.594,379.599,379.605,379.612,379.569,379.569,379.57,379.572,379.574,379.578,379.581,379.586,379.591,379.597,379.603,379.564,379.564,379.565,379.567,379.569,379.572,379.576,379.581,379.586,379.592,379.598,379.562,379.562,379.564,379.565,379.568,379.571,379.574,379.579,379.584,379.59,379.596,379.564,379.564,379.565,379.567,379.569,379.572,379.576,379.581,379.586,379.592,379.598,379.569,379.569,379.57,379.572,379.574,379.578,379.581,379.586,379.591,379.597,379.603,379.577,379.578,379.579,379.581,379.583,379.586,379.59,379.594,379.599,379.605,379.612,379.589,379.59,379.591,379.592,379.595,379.598,379.602,379.606,379.611,379.617,379.623,379.605,379.605,379.606,379.608,379.61,379.613,379.617,379.621,379.626,379.632,379.639
1530,379.993,379.994,379.995,379.996,379.999,380.002,380.005,380.01,380.015,380.02,380.027,379.978,379.979,379.98,379.981,379.984,379.987,379.99,379.995,380,380.005,380.012,379.966,379.967,379.968,379.97,379.972,379.975,379.979,379.983,379.988,379.994,380,379.958,379.959,379.96,379.961,379.964,379.967,379.97,379.975,379.98,379.985,379.992,379.953,379.954,379.955,379.956,379.959,379.962,379.965,379.97,379.975,379.98,379.987,379.951,379.952,379.953,379.955,379.957,379.96,379.964,379.968,379.973,379.979,379.985,379.953,379.954,379.955,379.956,379.959,379.962,379.965,379.97,379.975,379.98,379.987,379.958,379.959,379.96,379.961,379.964,379.967,379.97,379.975,379.98,379.985,379.992,379.966,379.967,379.968,379.97,379.972,379.975,379.979,379.983,379.988,379.994,380,379.978,379.979,379.98,379.981,379.984,379.987,379.99,379.995,380,380.005,380.012,379.993,379.994,379.995,379.996,379.999,380.002,380.005,380.01,380.015,380.02,380.027
1540,380.374,380.375,380.376,380.377,380.38,380.383,380.386,380.391,380.396,380.401,380.407,380.36,380.36,380.361,380.363,380.365,380.368,380.372,380.376,380.381,380.386,380.393,380.348,380.349,380.35,380.351,380.354,380.357,380.36,380.364,380.369,380.375,380.381,380.34,380.34,380.341,380.343,380.345,380.348,380.352,380.356,380.361,380.367,380.373,380.335,380.336,380.337,380.338,380.341,380.344,380.347,380.351,380.356,380.362,380.368,380.333,380.334,380.335,380.337,380.339,380.342,380.345,380.35,380.355,380.36,380.366,380.335,380.336,380.337,380.338,380.341,380.344,380.347,380.351,380.356,380.362,380.368,380.34,380.34,380.341,380.343,380.345,380.348,380.352,380.356,380.361,380.367,380.373,380.348,380.349,380.35,380.351,380.354,380.357,380.36,380.364,380.369,380.375,380.381,380.36,380.36,380.361,380.363,380.365,380.368,380.372,380.376,380.381,380.386,380.393,380.374,380.375,380.376,380.377,380.38,380.383,380.386,380.391,380.396,380.401,380.407
1550,380.748,380.749,380.75,380.751,380.754,380.757,380.76,380.764,380.769,380.775,380.781,380.734,380.734,380.735,380.737,380.739,380.742,380.746,380.75,380.755,380.76,380.766,380.723,380.723,380.724,380.726,380.728,380.731,380.734,380.739,380.743,380.749,380.755,380.715,380.715,380.716,380.718,380.72,380.723,380.726,380.731,380.735,380.741,380.747,380.71,380.71,380.711,380.713,380.715,380.718,380.722,380.726,380.731,380.736,380.742,380.708,380.709,380.71,380.711,380.714,380.716,380.72,380.724,380.729,380.734,380.741,380.71,380.71,380.711,380.713,380.715,380.718,380.722,380.726,380.731,380.736,380.742,380.715,380.715,380.716,380.718,380.72,380.723,380.726,380.731,380.735,380.741,380.747,380.723,380.723,380.724,380.726,380.728,380.731,380.734,380.739,380.743,380.749,380.755,380.734,380.734,380.735,380.737,380.739,380.742,380.746,380.75,380.755,380.76,380.766,380.748,380.749,380.75,380.751,380.754,380.757,380.76,380.764,380.769,380.775,380.781
1560,381.115,381.116,381.117,381.118,381.12,381.123,381.127,381.131,381.136,381.141,381.147,381.101,381.101,381.102,381.104,381.106,381.109,381.113,381.117,381.121,381.127,381.133,381.09,381.09,381.091,381.093,381.095,381.098,381.102,381.106,381.11,381.116,381.122,381.082,381.083,381.084,381.085,381.087,381.09,381.094,381.098,381.103,381.108,381.114,381.077,381.078,381.079,381.08,381.083,381.085,381.089,381.093,381.098,381.103,381.109,381.076,381.076,381.077,381.079,381.081,381.084,381.087,381.091,381.096,381.102,381.108,381.077,381.078,381.079,381.08,381.083,381.085,381.089,381.093,381.098,381.103,381.109,381.082,381.083,381.084,381.085,381.087,381.09,381.094,381.098,381.103,381.108,381.114,381.09,381.09,381.091,381.093,381.095,381.098,381.102,381.106,381.11,381.116,381.122,381.101,381.101,381.102,381.104,381.106,381.109,381.113,381.117,381.121,381.127,381.133,381.115,381.116,381.117,381.118,381.12,381.123,381.127,381.131,381.136,381.141,381.147
1570,381.475,381.475,381.476,381.478,381.48,381.483,381.486,381.49,381.495,381.5,381.506,381.461,381.462,381.463,381.464,381.466,381.469,381.472,381.476,381.481,381.486,381.492,381.45,381.451,381.452,381.453,381.455,381.458,381.462,381.466,381.47,381.476,381.481,381.443,381.443,381.444,381.446,381.448,381.451,381.454,381.458,381.463,381.468,381.474,381.438,381.438,381.439,381.441,381.443,381.446,381.449,381.453,381.458,381.463,381.469,381.436,381.437,381.438,381.439,381.442,381.444,381.448,381.452,381.456,381.462,381.468,381.438,381.438,381.439,381.441,381.443,381.446,381.449,381.453,381.458,381.463,381.469,381.443,381.443,381.444,381.446,381.448,381.451,381.454,381.458,381.463,381.468,381.474,381.45,381.451,381.452,381.453,381.455,381.458,381.462,381.466,381.47,381.476,381.481,381.461,381.462,381.463,381.464,381.466,381.469,381.472,381.476,381.481,381.486,381.492,381.475,381.475,381.476,381.478,381.48,381.483,381.486,381.49,381.495,381.5,381.506
1580,381.828,381.828,381.829,381.831,381.833,381.836,381.839,381.843,381.848,381.853,381.859,381.814,381.815,381.816,381.817,381.819,381.822,381.826,381.829,381.834,381.839,381.845,381.804,381.804,381.805,381.807,381.809,381.812,381.815,381.819,381.823,381.829,381.834,381.796,381.797,381.798,381.799,381.801,381.804,381.807,381.811,381.816,381.821,381.827,381.792,381.792,381.793,381.795,381.797,381.799,381.803,381.807,381.811,381.816,381.822,381.79,381.791,381.792,381.793,381.795,381.798,381.801,381.805,381.81,381.815,381.821,381.792,381.792,381.793,381.795,381.797,381.799,381.803,381.807,381.811,381.816,381.822,381.796,381.797,381.798,381.799,381.801,381.804,381.807,381.811,381.816,381.821,381.827,381.804,381.804,381.805,381.807,381.809,381.812,381.815,381.819,381.823,381.829,381.834,381.814,381.815,381.816,381.817,381.819,381.822,381.826,381.829,381.834,381.839,381.845,381.828,381.828,381.829,381.831,381.833,381.836,381.839,381.843,381.848,381.853,381.859
1590,382.174,382.175,382.176,382.177,382.179,382.182,382.185,382.189,382.194,382.199,382.204,382.161,382.161,382.162,382.164,382.166,382.169,382.172,382.176,382.18,382.185,382.191,382.151,382.151,382.152,382.153,382.155,382.158,382.161,382.165,382.17,382.175,382.18,382.143,382.144,382.144,382.146,382.148,382.151,382.154,382.158,382.162,382.167,382.173,382.139,382.139,382.14,382.141,382.144,382.146,382.15,382.153,382.158,382.163,382.169,382.137,382.138,382.138,382.14,382.142,382.145,382.148,382.152,382.156,382.161,382.167,382.139,382.139,382.14,382.141,382.144,382.146,382.15,382.153,382.158,382.163,382.169,382.143,382.144,382.144,382.146,382.148,382.151,382.154,382.158,382.162,382.167,382.173,382.151,382.151,382.152,382.153,382.155,382.158,382.161,382.165,382.17,382.175,382.18,382.161,382.161,382.162,382.164,382.166,382.169,382.172,382.176,382.18,382.185,382.191,382.174,382.175,382.176,382.177,382.179,382.182,382.185,382.189,382.194,382.199,382.204
1600,382.514,382.514,382.515,382.517,382.519,382.521,382.525,382.528,382.533,382.538,382.543,382.501,382.501,382.502,382.504,382.506,382.508,382.512,382.515,382.52,382.525,382.53,382.491,382.491,382.492,382.493,382.495,382.498,382.501,382.505,382.51,382.514,382.52,382.483,382.484,382.485,382.486,382.488,382.491,382.494,382.498,382.502,382.507,382.513,382.479,382.479,382.48,382.482,382.484,382.486,382.49,382.493,382.498,382.503,382.508,382.478,382.478,382.479,382.48,382.482,382.485,382.488,382.492,382.496,382.501,382.507,382.479,382.479,382.48,382.482,382.484,382.486,382.49,382.493,382.498,382.503,382.508,382.483,382.484,382.485,382.486,382.488,382.491,382.494,382.498,382.502,382.507,382.513,382.491,382.491,382.492,382.493,382.495,382.498,382.501,382.505,382.51,382.514,382.52,382.501,382.501,382.502,382.504,382.506,382.508,382.512,382.515,382.52,382.525,382.53,382.514,382.514,382.515,382.517,382.519,382.521,382.525,382.528,382.533,382.538,382.543
