time,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49,node_50,node_51,node_52,node_53,node_54,node_55,node_56,node_57,node_58,node_59,node_60,node_61,node_62,node_63,node_64,node_65,node_66,node_67,node_68,node_69,node_70,node_71,node_72,node_73,node_74,node_75,node_76,node_77,node_78,node_79,node_80,node_81,node_82,node_83,node_84,node_85,node_86,node_87,node_88,node_89,node_90,node_91,node_92,node_93,node_94,node_95,node_96,node_97,node_98,node_99,node_100,node_101,node_102,node_103,node_104,node_105,node_106,node_107,node_108,node_109,node_110,node_111,node_112,node_113,node_114,node_115,node_116,node_117,node_118,node_119,node_120
2380,396.101,396.101,396.101,396.101,396.102,396.103,396.103,396.104,396.105,396.106,396.107,396.098,396.098,396.098,396.099,396.099,396.1,396.1,396.101,396.102,396.103,396.104,396.096,396.096,396.096,396.096,396.097,396.097,396.098,396.099,396.1,396.101,396.102,396.094,396.094,396.094,396.095,396.095,396.096,396.096,396.097,396.098,396.099,396.101,396.093,396.093,396.093,396.094,396.094,396.095,396.095,396.096,396.097,396.098,396.1,396.093,396.093,396.093,396.093,396.094,396.094,396.095,396.096,396.097,396.098,396.099,396.093,396.093,396.093,396.094,396.094,396.095,396.095,396.096,396.097,396.098,396.1,396.094,396.094,396.094,396.095,396.095,396.096,396.096,396.097,396.098,396.099,396.101,396.096,396.096,396.096,396.096,396.097,396.097,396.098,396.099,396.1,396.101,396.102,396.098,396.098,396.098,396.099,396.099,396.1,396.1,396.101,396.102,396.103,396.104,396.101,396.101,396.101,396.101,396.102,396.103,396.103,396.104,396.105,396.106,396.107
2390,396.175,396.175,396.175,396.176,396.176,396.177,396.177,396.178,396.179,396.18,396.182,396.172,396.172,396.173,396.173,396.173,396.174,396.175,396.175,396.176,396.177,396.179,396.17,396.17,396.17,396.171,396.171,396.172,396.172,396.173,396.174,396.175,396.176,396.168,396.169,396.169,396.169,396.17,396.17,396.171,396.172,396.173,396.174,396.175,396.167,396.168,396.168,396.168,396.169,396.169,396.17,396.171,396.172,396.173,396.174,396.167,396.167,396.167,396.168,396.168,396.169,396.17,396.17,396.171,396.172,396.174,396.167,396.168,396.168,396.168,396.169,396.169,396.17,396.171,396.172,396.173,396.174,396.168,396.169,396.169,396.169,396.17,396.17,396.171,396.172,396.173,396.174,396.175,396.17,396.17,396.17,396.171,396.171,396.172,396.172,396.173,396.174,396.175,396.176,396.172,396.172,396.173,396.173,396.173,396.174,396.175,396.175,396.176,396.177,396.179,396.175,396.175,396.175,396.176,396.176,396.177,396.177,396.178,396.179,396.18,396.182
2400,396.248,396.248,396.248,396.249,396.249,396.25,396.25,396.251,396.252,396.253,396.254,396.245,396.245,396.245,396.246,396.246,396.247,396.248,396.248,396.249,396.25,396.252,396.243,396.243,396.243,396.244,396.244,396.245,396.245,396.246,396.247,396.248,396.249,396.241,396.242,396.242,396.242,396.242,396.243,396.244,396.245,396.246,396.247,396.248,396.241,396.241,396.241,396.241,396.242,396.242,396.243,396.244,396.245,396.246,396.247,396.24,396.24,396.24,396.241,396.241,396.242,396.243,396.243,396.244,396.245,396.247,396.241,396.241,396.241,396.241,396.242,396.242,396.243,396.244,396.245,396.246,396.247,396.241,396.242,396.242,396.242,396.242,396.243,396.244,396.245,396.246,396.247,396.248,396.243,396.243,396.243,396.244,396.244,396.245,396.245,396.246,396.247,396.248,396.249,396.245,396.245,396.245,396.246,396.246,396.247,396.248,396.248,396.249,396.25,396.252,396.248,396.248,396.248,396.249,396.249,396.25,396.25,396.251,396.252,396.253,396.254
2410,396.32,396.32,396.32,396.32,396.321,396.321,396.322,396.323,396.323,396.325,396.326,396.317,396.317,396.317,396.317,396.318,396.318,396.319,396.32,396.321,396.322,396.323,396.315,396.315,396.315,396.315,396.316,396.316,396.317,396.318,396.319,396.32,396.321,396.313,396.313,396.313,396.314,396.314,396.315,396.315,396.316,396.317,396.318,396.319,396.312,396.312,396.312,396.313,396.313,396.314,396.314,396.315,396.316,396.317,396.318,396.312,396.312,396.312,396.312,396.313,396.313,396.314,396.315,396.316,396.317,396.318,396.312,396.312,396.312,396.313,396.313,396.314,396.314,396.315,396.316,396.317,396.318,396.313,396.313,396.313,396.314,396.314,396.315,396.315,396.316,396.317,396.318,396.319,396.315,396.315,396.315,396.315,396.316,396.316,396.317,396.318,396.319,396.32,396.321,396.317,396.317,396.317,396.317,396.318,396.318,396.319,396.32,396.321,396.322,396.323,396.32,396.32,396.32,396.32,396.321,396.321,396.322,396.323,396.323,396.325,396.326
2420,396.39,396.39,396.39,396.39,396.391,396.391,396.392,396.393,396.394,396.395,396.396,396.387,396.387,396.387,396.388,396.388,396.388,396.389,396.39,396.391,396.392,396.393,396.385,396.385,396.385,396.385,396.386,396.386,396.387,396.388,396.389,396.39,396.391,396.383,396.383,396.384,396.384,396.384,396.385,396.386,396.386,396.387,396.388,396.389,396.382,396.383,396.383,396.383,396.383,396.384,396.385,396.385,396.386,396.387,396.388,396.382,396.382,396.382,396.383,396.383,396.384,396.384,396.385,396.386,396.387,396.388,396.382,396.383,396.383,396.383,396.383,396.384,396.385,396.385,396.386,396.387,396.388,396.383,396.383,396.384,396.384,396.384,396.385,396.386,396.386,396.387,396.388,396.389,396.385,396.385,396.385,396.385,396.386,396.386,396.387,396.388,396.389,396.39,396.391,396.387,396.387,396.387,396.388,396.388,396.388,396.389,396.39,396.391,396.392,396.393,396.39,396.39,396.39,396.39,396.391,396.391,396.392,396.393,396.394,396.395,396.396
2430,396.458,396.459,396.459,396.459,396.459,396.46,396.461,396.461,396.462,396.463,396.464,396.456,396.456,396.456,396.456,396.457,396.457,396.458,396.459,396.46,396.461,396.462,396.454,396.454,396.454,396.454,396.455,396.455,396.456,396.457,396.458,396.459,396.46,396.452,396.452,396.453,396.453,396.453,396.454,396.454,396.455,396.456,396.457,396.458,396.451,396.451,396.452,396.452,396.452,396.453,396.454,396.454,396.455,396.456,396.457,396.451,396.451,396.451,396.452,396.452,396.453,396.453,396.454,396.455,396.456,396.457,396.451,396.451,396.452,396.452,396.452,396.453,396.454,396.454,396.455,396.456,396.457,396.452,396.452,396.453,396.453,396.453,396.454,396.454,396.455,396.456,396.457,396.458,396.454,396.454,396.454,396.454,396.455,396.455,396.456,396.457,396.458,396.459,396.46,396.456,396.456,396.456,396.456,396.457,396.457,396.458,396.459,396.46,396.461,396.462,396.458,396.459,396.459,396.459,396.459,396.46,396.461,396.461,396.462,396.463,396.464
2440,396.526,396.526,396.526,396.526,396.527,396.527,396.528,396.529,396.53,396.531,396.532,396.523,396.523,396.524,396.524,396.524,396.525,396.525,396.526,396.527,396.528,396.529,396.521,396.521,396.522,396.522,396.522,396.523,396.523,396.524,396.525,396.526,396.527,396.52,396.52,396.52,396.52,396.521,396.521,396.522,396.523,396.524,396.525,396.526,396.519,396.519,396.519,396.52,396.52,396.52,396.521,396.522,396.523,396.524,396.525,396.519,396.519,396.519,396.519,396.52,396.52,396.521,396.522,396.522,396.523,396.525,396.519,396.519,396.519,396.52,396.52,396.52,396.521,396.522,396.523,396.524,396.525,396.52,396.52,396.52,396.52,396.521,396.521,396.522,396.523,396.524,396.525,396.526,396.521,396.521,396.522,396.522,396.522,396.523,396.523,396.524,396.525,396.526,396.527,396.523,396.523,396.524,396.524,396.524,396.525,396.525,396.526,396.527,396.528,396.529,396.526,396.526,396.526,396.526,396.527,396.527,396.528,396.529,396.53,396.531,396.532
2450,396.592,396.592,396.592,396.593,396.593,396.594,396.594,396.595,396.596,396.597,396.598,396.59,396.59,396.59,396.59,396.591,396.591,396.592,396.592,396.593,396.594,396.595,396.588,396.588,396.588,396.588,396.589,396.589,396.59,396.59,396.591,396.592,396.593,396.586,396.586,396.586,396.587,396.587,396.588,396.588,396.589,396.59,396.591,396.592,396.585,396.585,396.586,396.586,396.586,396.587,396.587,396.588,396.589,396.59,396.591,396.585,396.585,396.585,396.586,396.586,396.586,396.587,396.588,396.589,396.59,396.591,396.585,396.585,396.586,396.586,396.586,396.587,396.587,396.588,396.589,396.59,396.591,396.586,396.586,396.586,396.587,396.587,396.588,396.588,396.589,396.59,396.591,396.592,396.588,396.588,396.588,396.588,396.589,396.589,396.59,396.59,396.591,396.592,396.593,396.59,396.59,396.59,396.59,396.591,396.591,396.592,396.592,396.593,396.594,396.595,396.592,396.592,396.592,396.593,396.593,396.594,396.594,396.595,396.596,396.597,396.598
2460,396.657,396.657,396.657,396.658,396.658,396.658,396.659,396.66,396.661,396.662,396.663,396.655,396.655,396.655,396.655,396.655,396.656,396.657,396.657,396.658,396.659,396.66,396.653,396.653,396.653,396.653,396.654,396.654,396.655,396.655,396.656,396.657,396.658,396.651,396.651,396.651,396.652,396.652,396.653,396.653,396.654,396.655,396.656,396.657,396.65,396.65,396.651,396.651,396.651,396.652,396.652,396.653,396.654,396.655,396.656,396.65,396.65,396.65,396.651,396.651,396.652,396.652,396.653,396.654,396.655,396.656,396.65,396.65,396.651,396.651,396.651,396.652,396.652,396.653,396.654,396.655,396.656,396.651,396.651,396.651,396.652,396.652,396.653,396.653,396.654,396.655,396.656,396.657,396.653,396.653,396.653,396.653,396.654,396.654,396.655,396.655,396.656,396.657,396.658,396.655,396.655,396.655,396.655,396.655,396.656,396.657,396.657,396.658,396.659,396.66,396.657,396.657,396.657,396.658,396.658,396.658,396.659,396.66,396.661,396.662,396.663
2470,396.721,396.721,396.721,396.721,396.722,396.722,396.723,396.723,396.724,396.725,396.726,396.718,396.718,396.719,396.719,396.719,396.72,396.72,396.721,396.722,396.723,396.724,396.716,396.716,396.717,396.717,396.717,396.718,396.718,396.719,396.72,396.721,396.722,396.715,396.715,396.715,396.716,396.716,396.716,396.717,396.718,396.719,396.719,396.721,396.714,396.714,396.714,396.715,396.715,396.716,396.716,396.717,396.718,396.719,396.72,396.714,396.714,396.714,396.714,396.715,396.715,396.716,396.717,396.717,396.718,396.719,396.714,396.714,396.714,396.715,396.715,396.716,396.716,396.717,396.718,396.719,396.72,396.715,396.715,396.715,396.716,396.716,396.716,396.717,396.718,396.719,396.719,396.721,396.716,396.716,396.717,396.717,396.717,396.718,396.718,396.719,396.72,396.721,396.722,396.718,396.718,396.719,396.719,396.719,396.72,396.72,396.721,396.722,396.723,396.724,396.721,396.721,396.721,396.721,396.722,396.722,396.723,396.723,396.724,396.725,396.726
2480,396.783,396.783,396.783,396.784,396.784,396.785,396.785,396.786,396.787,396.788,396.789,396.781,396.781,396.781,396.781,396.782,396.782,396.783,396.784,396.784,396.785,396.786,396.779,396.779,396.779,396.779,396.78,396.78,396.781,396.782,396.782,396.783,396.784,396.778,396.778,396.778,396.778,396.779,396.779,396.78,396.78,396.781,396.782,396.783,396.777,396.777,396.777,396.777,396.778,396.778,396.779,396.779,396.78,396.781,396.782,396.777,396.777,396.777,396.777,396.777,396.778,396.779,396.779,396.78,396.781,396.782,396.777,396.777,396.777,396.777,396.778,396.778,396.779,396.779,396.78,396.781,396.782,396.778,396.778,396.778,396.778,396.779,396.779,396.78,396.78,396.781,396.782,396.783,396.779,396.779,396.779,396.779,396.78,396.78,396.781,396.782,396.782,396.783,396.784,396.781,396.781,396.781,396.781,396.782,396.782,396.783,396.784,396.784,396.785,396.786,396.783,396.783,396.783,396.784,396.784,396.785,396.785,396.786,396.787,396.788,396.789
2490,396.845,396.845,396.845,396.845,396.845,396.846,396.846,396.847,396.848,396.849,396.85,396.842,396.842,396.842,396.843,396.843,396.844,396.844,396.845,396.846,396.846,396.847,396.84,396.84,396.841,396.841,396.841,396.842,396.842,396.843,396.844,396.845,396.846,396.839,396.839,396.839,396.84,396.84,396.84,396.841,396.842,396.842,396.843,396.844,396.838,396.838,396.838,396.839,396.839,396.84,396.84,396.841,396.842,396.843,396.844,396.838,396.838,396.838,396.838,396.839,396.839,396.84,396.841,396.841,396.842,396.843,396.838,396.838,396.838,396.839,396.839,396.84,396.84,396.841,396.842,396.843,396.844,396.839,396.839,396.839,396.84,396.84,396.84,396.841,396.842,396.842,396.843,396.844,396.84,396.84,396.841,396.841,396.841,396.842,396.842,396.843,396.844,396.845,396.846,396.842,396.842,396.842,396.843,396.843,396.844,396.844,396.845,396.846,396.846,396.847,396.845,396.845,396.845,396.845,396.845,396.846,396.846,396.847,396.848,396.849,396.85
2500,396.905,396.905,396.905,396.905,396.906,396.906,396.907,396.907,396.908,396.909,396.91,396.902,396.902,396.903,396.903,396.903,396.904,396.904,396.905,396.906,396.907,396.908,396.901,396.901,396.901,396.901,396.901,396.902,396.902,396.903,396.904,396.905,396.906,396.899,396.899,396.899,396.9,396.9,396.901,396.901,396.902,396.903,396.903,396.904,396.898,396.899,396.899,396.899,396.899,396.9,396.9,396.901,396.902,396.903,396.904,396.898,396.898,396.898,396.899,396.899,396.9,396.9,396.901,396.902,396.902,396.903,396.898,396.899,396.899,396.899,396.899,396.9,396.9,396.901,396.902,396.903,396.904,396.899,396.899,396.899,396.9,396.9,396.901,396.901,396.902,396.903,396.903,396.904,396.901,396.901,396.901,396.901,396.901,396.902,396.902,396.903,396.904,396.905,396.906,396.902,396.902,396.903,396.903,396.903,396.904,396.904,396.905,396.906,396.907,396.908,396.905,396.905,396.905,396.905,396.906,396.906,396.907,396.907,396.908,396.909,396.91
2510,396.964,396.964,396.964,396.964,396.964,396.965,396.966,396.966,396.967,396.968,396.969,396.961,396.961,396.962,396.962,396.962,396.963,396.963,396.964,396.965,396.966,396.966,396.96,396.96,396.96,396.96,396.96,396.961,396.961,396.962,396.963,396.964,396.965,396.958,396.958,396.959,396.959,396.959,396.96,396.96,396.961,396.962,396.962,396.963,396.958,396.958,396.958,396.958,396.958,396.959,396.959,396.96,396.961,396.962,396.963,396.957,396.957,396.958,396.958,396.958,396.959,396.959,396.96,396.961,396.961,396.962,396.958,396.958,396.958,396.958,396.958,396.959,396.959,396.96,396.961,396.962,396.963,396.958,396.958,396.959,396.959,396.959,396.96,396.96,396.961,396.962,396.962,396.963,396.96,396.96,396.96,396.96,396.96,396.961,396.961,396.962,396.963,396.964,396.965,396.961,396.961,396.962,396.962,396.962,396.963,396.963,396.964,396.965,396.966,396.966,396.964,396.964,396.964,396.964,396.964,396.965,396.966,396.966,396.967,396.968,396.969
2520,397.022,397.022,397.022,397.022,397.022,397.023,397.023,397.024,397.025,397.026,397.027,397.019,397.019,397.02,397.02,397.02,397.021,397.021,397.022,397.022,397.023,397.024,397.018,397.018,397.018,397.018,397.018,397.019,397.019,397.02,397.021,397.022,397.023,397.016,397.016,397.017,397.017,397.017,397.018,397.018,397.019,397.02,397.02,397.021,397.016,397.016,397.016,397.016,397.016,397.017,397.017,397.018,397.019,397.02,397.021,397.015,397.015,397.016,397.016,397.016,397.017,397.017,397.018,397.019,397.019,397.02,397.016,397.016,397.016,397.016,397.016,397.017,397.017,397.018,397.019,397.02,397.021,397.016,397.016,397.017,397.017,397.017,397.018,397.018,397.019,397.02,397.02,397.021,397.018,397.018,397.018,397.018,397.018,397.019,397.019,397.02,397.021,397.022,397.023,397.019,397.019,397.02,397.02,397.02,397.021,397.021,397.022,397.022,397.023,397.024,397.022,397.022,397.022,397.022,397.022,397.023,397.023,397.024,397.025,397.026,397.027
2530,397.078,397.078,397.078,397.079,397.079,397.08,397.08,397.081,397.081,397.082,397.083,397.076,397.076,397.076,397.077,397.077,397.077,397.078,397.079,397.079,397.08,397.081,397.074,397.074,397.075,397.075,397.075,397.076,397.076,397.077,397.078,397.078,397.079,397.073,397.073,397.073,397.074,397.074,397.074,397.075,397.076,397.076,397.077,397.078,397.072,397.072,397.073,397.073,397.073,397.074,397.074,397.075,397.076,397.076,397.077,397.072,397.072,397.072,397.073,397.073,397.073,397.074,397.075,397.075,397.076,397.077,397.072,397.072,397.073,397.073,397.073,397.074,397.074,397.075,397.076,397.076,397.077,397.073,397.073,397.073,397.074,397.074,397.074,397.075,397.076,397.076,397.077,397.078,397.074,397.074,397.075,397.075,397.075,397.076,397.076,397.077,397.078,397.078,397.079,397.076,397.076,397.076,397.077,397.077,397.077,397.078,397.079,397.079,397.08,397.081,397.078,397.078,397.078,397.079,397.079,397.08,397.08,397.081,397.081,397.082,397.083
2540,397.134,397.134,397.134,397.134,397.135,397.135,397.136,397.136,397.137,397.138,397.139,397.132,397.132,397.132,397.132,397.133,397.133,397.134,397.134,397.135,397.136,397.137,397.13,397.13,397.13,397.131,397.131,397.131,397.132,397.132,397.133,397.134,397.135,397.129,397.129,397.129,397.129,397.13,397.13,397.131,397.131,397.132,397.133,397.134,397.128,397.128,397.128,397.129,397.129,397.129,397.13,397.131,397.131,397.132,397.133,397.128,397.128,397.128,397.128,397.129,397.129,397.13,397.13,397.131,397.132,397.133,397.128,397.128,397.128,397.129,397.129,397.129,397.13,397.131,397.131,397.132,397.133,397.129,397.129,397.129,397.129,397.13,397.13,397.131,397.131,397.132,397.133,397.134,397.13,397.13,397.13,397.131,397.131,397.131,397.132,397.132,397.133,397.134,397.135,397.132,397.132,397.132,397.132,397.133,397.133,397.134,397.134,397.135,397.136,397.137,397.134,397.134,397.134,397.134,397.135,397.135,397.136,397.136,397.137,397.138,397.139
2550,397.189,397.189,397.189,397.189,397.189,397.19,397.19,397.191,397.192,397.192,397.193,397.186,397.187,397.187,397.187,397.187,397.188,397.188,397.189,397.189,397.19,397.191,397.185,397.185,397.185,397.185,397.186,397.186,397.187,397.187,397.188,397.189,397.19,397.184,397.184,397.184,397.184,397.184,397.185,397.185,397.186,397.187,397.187,397.188,397.183,397.183,397.183,397.183,397.184,397.184,397.185,397.185,397.186,397.187,397.188,397.183,397.183,397.183,397.183,397.183,397.184,397.184,397.185,397.186,397.187,397.187,397.183,397.183,397.183,397.183,397.184,397.184,397.185,397.185,397.186,397.187,397.188,397.184,397.184,397.184,397.184,397.184,397.185,397.185,397.186,397.187,397.187,397.188,397.185,397.185,397.185,397.185,397.186,397.186,397.187,397.187,397.188,397.189,397.19,397.186,397.187,397.187,397.187,397.187,397.188,397.188,397.189,397.189,397.19,397.191,397.189,397.189,397.189,397.189,397.189,397.19,397.19,397.191,397.192,397.192,397.193
2560,397.242,397.242,397.242,397.243,397.243,397.243,397.244,397.244,397.245,397.246,397.247,397.24,397.24,397.24,397.241,397.241,397.241,397.242,397.242,397.243,397.244,397.245,397.238,397.239,397.239,397.239,397.239,397.24,397.24,397.241,397.241,397.242,397.243,397.237,397.237,397.238,397.238,397.238,397.238,397.239,397.24,397.24,397.241,397.242,397.237,397.237,397.237,397.237,397.237,397.238,397.238,397.239,397.24,397.24,397.241,397.236,397.236,397.237,397.237,397.237,397.238,397.238,397.239,397.239,397.24,397.241,397.237,397.237,397.237,397.237,397.237,397.238,397.238,397.239,397.24,397.24,397.241,397.237,397.237,397.238,397.238,397.238,397.238,397.239,397.24,397.24,397.241,397.242,397.238,397.239,397.239,397.239,397.239,397.24,397.24,397.241,397.241,397.242,397.243,397.24,397.24,397.24,397.241,397.241,397.241,397.242,397.242,397.243,397.244,397.245,397.242,397.242,397.242,397.243,397.243,397.243,397.244,397.244,397.245,397.246,397.247
2570,397.295,397.295,397.295,397.295,397.295,397.296,397.296,397.297,397.298,397.298,397.299,397.293,397.293,397.293,397.293,397.293,397.294,397.294,397.295,397.296,397.296,397.297,397.291,397.291,397.291,397.292,397.292,397.292,397.293,397.293,397.294,397.295,397.296,397.29,397.29,397.29,397.29,397.291,397.291,397.292,397.292,397.293,397.294,397.294,397.289,397.289,397.289,397.29,397.29,397.29,397.291,397.292,397.292,397.293,397.294,397.289,397.289,397.289,397.289,397.29,397.29,397.291,397.291,397.292,397.293,397.294,397.289,397.289,397.289,397.29,397.29,397.29,397.291,397.292,397.292,397.293,397.294,397.29,397.29,397.29,397.29,397.291,397.291,397.292,397.292,397.293,397.294,397.294,397.291,397.291,397.291,397.292,397.292,397.292,397.293,397.293,397.294,397.295,397.296,397.293,397.293,397.293,397.293,397.293,397.294,397.294,397.295,397.296,397.296,397.297,397.295,397.295,397.295,397.295,397.295,397.296,397.296,397.297,397.298,397.298,397.299
2580,397.346,397.346,397.346,397.347,397.347,397.347,397.348,397.348,397.349,397.35,397.351,397.344,397.344,397.344,397.345,397.345,397.345,397.346,397.346,397.347,397.348,397.349,397.343,397.343,397.343,397.343,397.343,397.344,397.344,397.345,397.346,397.346,397.347,397.342,397.342,397.342,397.342,397.342,397.343,397.343,397.344,397.344,397.345,397.346,397.341,397.341,397.341,397.341,397.342,397.342,397.343,397.343,397.344,397.345,397.345,397.341,397.341,397.341,397.341,397.341,397.342,397.342,397.343,397.344,397.344,397.345,397.341,397.341,397.341,397.341,397.342,397.342,397.343,397.343,397.344,397.345,397.345,397.342,397.342,397.342,397.342,397.342,397.343,397.343,397.344,397.344,397.345,397.346,397.343,397.343,397.343,397.343,397.343,397.344,397.344,397.345,397.346,397.346,397.347,397.344,397.344,397.344,397.345,397.345,397.345,397.346,397.346,397.347,397.348,397.349,397.346,397.346,397.346,397.347,397.347,397.347,397.348,397.348,397.349,397.35,397.351
2590,397.397,397.397,397.397,397.397,397.398,397.398,397.398,397.399,397.4,397.4,397.401,397.395,397.395,397.395,397.395,397.396,397.396,397.396,397.397,397.398,397.398,397.399,397.393,397.393,397.394,397.394,397.394,397.394,397.395,397.395,397.396,397.397,397.398,397.392,397.392,397.392,397.393,397.393,397.393,397.394,397.394,397.395,397.396,397.397,397.392,397.392,397.392,397.392,397.392,397.393,397.393,397.394,397.394,397.395,397.396,397.391,397.391,397.392,397.392,397.392,397.392,397.393,397.394,397.394,397.395,397.396,397.392,397.392,397.392,397.392,397.392,397.393,397.393,397.394,397.394,397.395,397.396,397.392,397.392,397.392,397.393,397.393,397.393,397.394,397.394,397.395,397.396,397.397,397.393,397.393,397.394,397.394,397.394,397.394,397.395,397.395,397.396,397.397,397.398,397.395,397.395,397.395,397.395,397.396,397.396,397.396,397.397,397.398,397.398,397.399,397.397,397.397,397.397,397.397,397.398,397.398,397.398,397.399,397.4,397.4,397.401
2600,397.446,397.446,397.447,397.447,397.447,397.447,397.448,397.449,397.449,397.45,397.451,397.444,397.445,397.445,397.445,397.445,397.446,397.446,397.447,397.447,397.448,397.449,397.443,397.443,397.443,397.443,397.444,397.444,397.445,397.445,397.446,397.446,397.447,397.442,397.442,397.442,397.442,397.443,397.443,397.443,397.444,397.445,397.445,397.446,397.441,397.441,397.441,397.442,397.442,397.442,397.443,397.443,397.444,397.445,397.446,397.441,397.441,397.441,397.441,397.442,397.442,397.443,397.443,397.444,397.445,397.445,397.441,397.441,397.441,397.442,397.442,397.442,397.443,397.443,397.444,397.445,397.446,397.442,397.442,397.442,397.442,397.443,397.443,397.443,397.444,397.445,397.445,397.446,397.443,397.443,397.443,397.443,397.444,397.444,397.445,397.445,397.446,397.446,397.447,397.444,397.445,397.445,397.445,397.445,397.446,397.446,397.447,397.447,397.448,397.449,397.446,397.446,397.447,397.447,397.447,397.447,397.448,397.449,397.449,397.45,397.451
2610,397.495,397.495,397.495,397.495,397.496,397.496,397.497,397.497,397.498,397.498,397.499,397.493,397.493,397.493,397.494,397.494,397.494,397.495,397.495,397.496,397.497,397.497,397.492,397.492,397.492,397.492,397.492,397.493,397.493,397.494,397.494,397.495,397.496,397.491,397.491,397.491,397.491,397.491,397.492,397.492,397.493,397.493,397.494,397.495,397.49,397.49,397.49,397.49,397.491,397.491,397.492,397.492,397.493,397.493,397.494,397.49,397.49,397.49,397.49,397.491,397.491,397.491,397.492,397.493,397.493,397.494,397.49,397.49,397.49,397.49,397.491,397.491,397.492,397.492,397.493,397.493,397.494,397.491,397.491,397.491,397.491,397.491,397.492,397.492,397.493,397.493,397.494,397.495,397.492,397.492,397.492,397.492,397.492,397.493,397.493,397.494,397.494,397.495,397.496,397.493,397.493,397.493,397.494,397.494,397.494,397.495,397.495,397.496,397.497,397.497,397.495,397.495,397.495,397.495,397.496,397.496,397.497,397.497,397.498,397.498,397.499
2620,397.543,397.543,397.543,397.543,397.543,397.544,397.544,397.545,397.545,397.546,397.547,397.541,397.541,397.541,397.541,397.542,397.542,397.542,397.543,397.544,397.544,397.545,397.54,397.54,397.54,397.54,397.54,397.541,397.541,397.542,397.542,397.543,397.544,397.538,397.539,397.539,397.539,397.539,397.54,397.54,397.541,397.541,397.542,397.543,397.538,397.538,397.538,397.538,397.539,397.539,397.539,397.54,397.541,397.541,397.542,397.538,397.538,397.538,397.538,397.538,397.539,397.539,397.54,397.54,397.541,397.542,397.538,397.538,397.538,397.538,397.539,397.539,397.539,397.54,397.541,397.541,397.542,397.538,397.539,397.539,397.539,397.539,397.54,397.54,397.541,397.541,397.542,397.543,397.54,397.54,397.54,397.54,397.54,397.541,397.541,397.542,397.542,397.543,397.544,397.541,397.541,397.541,397.541,397.542,397.542,397.542,397.543,397.544,397.544,397.545,397.543,397.543,397.543,397.543,397.543,397.544,397.544,397.545,397.545,397.546,397.547
2630,397.59,397.59,397.59,397.59,397.59,397.591,397.591,397.592,397.592,397.593,397.594,397.588,397.588,397.588,397.588,397.588,397.589,397.589,397.59,397.59,397.591,397.592,397.586,397.586,397.587,397.587,397.587,397.587,397.588,397.588,397.589,397.59,397.59,397.585,397.585,397.586,397.586,397.586,397.586,397.587,397.587,397.588,397.589,397.589,397.585,397.585,397.585,397.585,397.585,397.586,397.586,397.587,397.587,397.588,397.589,397.585,397.585,397.585,397.585,397.585,397.586,397.586,397.587,397.587,397.588,397.589,397.585,397.585,397.585,397.585,397.585,397.586,397.586,397.587,397.587,397.588,397.589,397.585,397.585,397.586,397.586,397.586,397.586,397.587,397.587,397.588,397.589,397.589,397.586,397.586,397.587,397.587,397.587,397.587,397.588,397.588,397.589,397.59,397.59,397.588,397.588,397.588,397.588,397.588,397.589,397.589,397.59,397.59,397.591,397.592,397.59,397.59,397.59,397.59,397.59,397.591,397.591,397.592,397.592,397.593,397.594
2640,397.636,397.636,397.636,397.636,397.636,397.637,397.637,397.638,397.638,397.639,397.64,397.634,397.634,397.634,397.634,397.634,397.635,397.635,397.636,397.636,397.637,397.638,397.632,397.632,397.633,397.633,397.633,397.633,397.634,397.634,397.635,397.636,397.636,397.631,397.631,397.632,397.632,397.632,397.632,397.633,397.633,397.634,397.635,397.635,397.631,397.631,397.631,397.631,397.631,397.632,397.632,397.633,397.633,397.634,397.635,397.631,397.631,397.631,397.631,397.631,397.632,397.632,397.633,397.633,397.634,397.635,397.631,397.631,397.631,397.631,397.631,397.632,397.632,397.633,397.633,397.634,397.635,397.631,397.631,397.632,397.632,397.632,397.632,397.633,397.633,397.634,397.635,397.635,397.632,397.632,397.633,397.633,397.633,397.633,397.634,397.634,397.635,397.636,397.636,397.634,397.634,397.634,397.634,397.634,397.635,397.635,397.636,397.636,397.637,397.638,397.636,397.636,397.636,397.636,397.636,397.637,397.637,397.638,397.638,397.639,397.64
